"Artist","Classifications","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Flavor_Text","Body_Text","Willpower","Strength","prints","Abilities","Card_Variants","Move_Cost"
"Sandy Lee","Storyborn, Hero, Prince","Amber","The Lion King","https://api.lorcana.ravensburger.com/images/en/set11/23_c2e5ff6218a79324f46cb2f5faff04f4905e0065.jpg",2,false,"Simba - Playful Pouncer","Character",1,"Uncommon","Like Zazu always says, practice makes perfect!","YOU DON'T STAND A CHANCE: When you play this
character, chosen opposing character gets -2 {s}
until the start of your next turn.",2,2,"[""WIN-023""]",,,
"Viv Tanner","Storyborn, Hero, Prince, Whisper","Amber","Bambi","https://api.lorcana.ravensburger.com/images/en/set11/24_c79c9f3d6a62699e94b9d8748e224d5daff3d96a.jpg",4,false,"Bambi - Ethereal Fawn","Character",1,"Super Rare",,"Boost 2 {i} (Once during your turn, you may pay 2 {i} to put
the top card of your deck facedown under this character.)
COME SEE! During your turn, whenever this character
exerts, reveal a number of cards from the top of your deck
equal to the number of cards under him. Put all revealed
character cards into your hand. Put the rest on the bottom
of your deck in any order.",5,3,"[""WIN-024""]",,,
"Oggy Christiansson","Storyborn, Ally, Alien","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/25_d1eaf89d900c5a7b62464741c2375a5a91e59afe.jpg",2,false,"Angel - Siren Singer","Character",1,"Uncommon",,"UNDERDOG: If this is your first turn and you're
not the first player, you pay 1 {i} less to play this
character.
Singer 3 (This character counts as cost 3 to
sing songs.)",2,2,"[""WIN-025""]",,,
"Vanessa Morales","Storyborn, Ally","Amber","The Fox and the Hound","https://api.lorcana.ravensburger.com/images/en/set11/26_da64f60ee038aeece4cc4ad351a720bbbf3e778e.jpg",6,false,"Widow Tweed - Kindly Soul","Character",2,"Rare","""No, I just can't leave you out here all alone.""","I'VE GOT YOU When you play this character,
return a character card from your discard to your
hand. If that character is named Tod, you may
play him for free.",8,2,"[""WIN-026""]",,,
"Josep Sol?","Storyborn, Ally","Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/27_845bc5df461ca4358d925fac991397162f3eb0e7.jpg",3,false,"Percy - Pupsicle","Character",3,"Common","""That's the strangest creature I've ever seen.""
-Grandmother Willow","ICE BATH: This character can't challenge.",4,1,"[""WIN-027""]",,,
"Alice Pisoni",,"Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/28_442af4c97e4283ec89194170368098cf5360ed61.jpg",8,false,"Raging Storm","Action",,"Super Rare","""The storm...it's too much, Lilo. We have to go back!""
-Nani","Banish all characters.",,,"[""WIN-028"",""WIN-225""]",,,
"Oggy Christiansson","Song","Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/29_c1863d955ec413c114b564c25c237ff69df843d8.jpg",3,false,"Akood et Emuti","Action",,"Rare","Alan ot agan, atoom on ataki
Oteem-ich atooca","(A character with cost 3 or more can {e} to sing this song
for free.)
You pay 2 {i} less for the next character you play this turn.
Draw a card.",,,"[""WIN-029""]",,,
"Javi Salas","Song","Amber","Tangled","https://api.lorcana.ravensburger.com/images/en/set11/30_338d932ec55a461478d9fa57390a14893a023b8b.jpg",2,false,"Mother Will Protect You","Action",,"Common",,"(A character with cost 2 or more can {e} to sing this
song for free.)
Chosen character can't be challenged until the start of
your next turn.",,,"[""WIN-030""]",,,
"Saulo Nate",,"Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/31_0ac1b378d6b803bad2612687e9bb4404f06c3513.jpg",4,false,"Wisdom of the Willow","Action",,"Uncommon","""Ripples are so small at first, then look how they grow.
But someone has to start them.""
-Grandmother Willow","For the rest of this turn, whenever one of your
characters quests, you may draw a card.",,,"[""WIN-031""]",,,
"Jenna Gray",,"Amber","Lilo & Stitch","https://api.lorcana.ravensburger.com/images/en/set11/32_1c1943b16c06c96d2dd26be08816cf7082a30544.jpg",3,false,"Ohana Means Family","Action",,"Legendary","""Family means nobody is left behind.""
-Lilo","Remove all damage from chosen character of yours.
Draw a card for each 1 damage removed this way.",,,"[""WIN-032"",""WIN-224""]",,,
"Leonardo Giammichele",,"Amber","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/33_c7ae1635343a310041cd97f6c3022eded0a7d6a2.jpg",3,false,"John Smith's Compass","Item",,"Rare",,"SPINNING ARROW: At the end of your turn, if a character of
yours challenged this turn, banish this item.
YOUR PATH At the end of your turn, if none of your
characters challenged this turn, reveal the top card of your
deck. If it's a character card with cost 3 or less or named
Pocahontas, you may put it into your hand. Otherwise, put it
on the bottom of your deck.",,,"[""WIN-033""]",,,
"Wietse Treurniet",,"Amber","Zootopia","https://api.lorcana.ravensburger.com/images/en/set11/34_1e07f06ac04d4fe8b6d627a53e3532b9fb2a9eb3.jpg",1,false,"Zootopia - Tundratown","Location",1,"Common","""Welcome to Tundratown. Please respect our hibernating inhabitants and keep
noise to a minimum.""
-Zootopia Chamber of Commerce",,5,,"[""WIN-034""]",,,
"Giulia Iacopini","Storyborn, Ally","Amethyst","The Lion King","https://api.lorcana.ravensburger.com/images/en/set11/35_7acdff888150ebf28e8d3edf4fedfaddbadf70e7.jpg",2,false,"Nala - Romping in the Snow","Character",1,"Common","""Told ya I'd make it to the bottom first, Simba!""","PLAYFUL SLIDE: When you play this character,
chosen character of yours gains Evasive until
the start of your next turn. (Only characters with
Evasive can challenge them.)",2,2,"[""WIN-035""]",,,
"Hyuna Lee","Storyborn, Hero, Whisper","Amethyst","Alice In Wonderland","https://api.lorcana.ravensburger.com/images/en/set11/36_0daf0f28f93f8e4703769c2b9aa56403e886ea66.jpg",4,false,"Alice - Well-Read Whisper","Character",1,"Uncommon",,"Boost 2 {i} (Once during your turn, you may pay
2 {i} to put the top card of your deck facedown
under this character.)
MYSTICAL INSIGHT Whenever this character
quests, put all cards from under her into
your hand.",4,4,"[""WIN-036""]",,,
"Simone Tentoni","Storyborn, Tigger","Amethyst","Winnie the Pooh","https://api.lorcana.ravensburger.com/images/en/set11/37_770b9917e407a5c86a0ca591a909447bd796ce3a.jpg",4,false,"Tigger - Bouncing All the Way","Character",1,"Common","""What do you mean, can Tiggers bounce in the
snow? Just watch!""","SPLENDERIFFIC BOUNCE: When you play this
character, you may return chosen character,
item, or location with cost 2 or less to their
player's hand.",3,4,"[""WIN-037"",""WIN-208""]",,,
"Lissette Carrera","Storyborn, Super, Villain","Amethyst","Darkwing Duck","https://api.lorcana.ravensburger.com/images/en/set11/38_a6ebe48b26e5bf57f3defe1c20c0655b3557e98f.jpg",4,false,"Isis Vanderchill - Ice Queen of St. Canard","Character",1,"Common","Darkwing: ""Just cool it, lady.""
Launchpad: ""I think you might want to rephrase
that, DW.""","CHILL OUT: When you play this character, exert
chosen opposing character.",4,4,"[""WIN-038""]",,,
"Eva Widermann","Storyborn, Ally","Amethyst","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/39_01b1e5c4428a20478e2b207bdfec241c9e972508.jpg",1,false,"Flit - Reflective Hummingbird","Character",1,"Uncommon",,"LOOK OUT!: When you play this character, move
up to 1 damage from chosen character to chosen
opposing character.",2,0,"[""WIN-039""]",,,
"Chem?ne de Heus","Storyborn, Super, Villain, Sorcerer","Amethyst","Darkwing Duck","https://api.lorcana.ravensburger.com/images/en/set11/40_fa6d7fe958d8392b1597cd9cf05a5b08cb9d5f87.jpg",3,false,"Morgana Macawber - Self-Centered Spellcaster","Character",1,"Common","""Sometimes I don't even know whose side you're on,""
Darkwing said.
""The same side I've always been on,"" Morgana replied.
""Mine.""",,3,5,"[""WIN-040""]",,,
"Andrea Parisi","Storyborn, Ally","Amethyst","Winnie the Pooh","https://api.lorcana.ravensburger.com/images/en/set11/41_daf830329c8dde02297990a32f12d0c6bae73c5e.jpg",3,false,"Rabbit - Fed Up","Character",2,"Uncommon","""Not another step. I've got a shovel full of snow,
and I'm not afraid to use it!""","Challenger +3 (While challenging, this character
gets +3 {s}.)",4,1,"[""WIN-041""]",,,
"Malia Ewart","Dreamborn, Hero, Princess","Amethyst","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/42_db0bbacc853cc3ff8514078c2470398183020411.jpg",2,false,"Pocahontas - Following the Wind","Character",1,"Super Rare","""She has her mother's spirit. She goes wherever
the wind takes her.""
-Kekata","WHAT IS MY PATH?: Whenever this character
quests, gain lore equal to another chosen exerted
character's {l}.",2,3,"[""WIN-042""]",,,
"Stefano Spagnuolo","Storyborn, Super, Hero, Detective","Amethyst","Darkwing Duck","https://api.lorcana.ravensburger.com/images/en/set11/43_5b855cf4a52249a3b5ef51d7f3ce358d9f31daec.jpg",3,false,"Darkwing Duck - Darkwolf Dog","Character",1,"Common","""I am the terrier that yaps in the night. I am
the schnauzer that digs up your petunias. I am
Darkwolf Dog!""","Rush (This character can challenge the turn
they're played.)",4,2,"[""WIN-043""]",,,
"Emily Abeydeera","Storyborn, Hero","Amethyst","The Black Cauldron","https://api.lorcana.ravensburger.com/images/en/set11/44_f04c4a08ff28b9002e72d97be56cd098c622d9da.jpg",5,false,"Taran - Magically Armed","Character",1,"Uncommon",,"Rush (This character can challenge the turn
they're played.)
WEAKEN THE CAULDRON When you play this
character, put up to 2 cards from chosen player's
discard on the bottom of their deck in any order.",5,5,"[""WIN-044""]",,,
"Matthew Robert Davies","Storyborn, Ally","Amethyst","Winnie the Pooh","https://api.lorcana.ravensburger.com/images/en/set11/45_b3cdfb12fc7188d5bf904aae6722f7f4db93ab44.jpg",9,false,"Eeyore - In the Way","Character",2,"Rare",,"THANKS FOR NOTICIN' ME: For each exerted character in
play, you pay 1 {i} less to play this character.
SORRY ABOUT THAT When you play this character, for
each opposing player, you may choose a character of
theirs. They can't ready at the start of their next turn.",5,5,"[""WIN-045"",""WIN-226""]",,,
"Heidi Neunhoffer","Storyborn, Ally","Amethyst","Pocahontas","https://api.lorcana.ravensburger.com/images/en/set11/46_01e3ad9da68e94ffc6c43f940e300006671437e8.jpg",1,false,"Meeko - Skittish Scrounger","Character",2,"Uncommon",,"Evasive (Only characters with Evasive can
challenge this character.)
BOTTOMLESS PIT At the end of your turn, if this
character is exerted, choose and discard a card or
banish him.",1,1,"[""WIN-046""]",,,
"Julian del Rey","Floodborn, Super, Hero, Sorcerer","Amethyst","Darkwing Duck","https://api.lorcana.ravensburger.com/images/en/set11/47_c328e9c1b19d7a15a623e7a872c15548ef2c5089.jpg",6,false,"Morgana Macawber - Reformed Spellcaster","Character",1,"Rare",,"Shift 4 {i} (You may pay 4 {i} to play this on
top of one of your characters named Morgana
Macawber.)
JUST FOR YOU When you play this character, you
may choose an opposing character and move 1
damage from each other character to them.",6,6,"[""WIN-047""]",,,
"Koni","Dreamborn, Ally, Fairy","Amethyst","Peter Pan","https://api.lorcana.ravensburger.com/images/en/set11/48_7773df51ec36124ffe4d06b431fa68e74a934f36.jpg",3,false,"Tinker Bell - Snowflake Collector","Character",1,"Legendary",,"FLURRY OF DELIGHT: While you have 4 or more
cards in your hand, this character gains Evasive.
(Only characters with Evasive can challenge them.)
SPECTACULAR FIND While you have 7 or more
cards in your hand, this character gets +3 {l}.",3,3,"[""WIN-048""]",,,
"Diego Machuca","Storyborn, Ally, Whisper","Amethyst","Aladdin","https://api.lorcana.ravensburger.com/images/en/set11/49_32a21cc784a3cb919a0563191ca0631d340fdb2c.jpg",3,false,"Genie - Magical Researcher","Character",1,"Rare",,"Boost 1 {i} (Once during your turn, you may pay
1 {i} to put the top card of your deck facedown
under this character.)
INCREASING WISDOM This character gets +1 {l}
for each card under him.",4,3,"[""WIN-049"",""WIN-210""]",,,
"Aubrey Archer","Floodborn, Hero, Queen","Amethyst","Frozen","https://api.lorcana.ravensburger.com/images/en/set11/50_6e65881329b48f2c0e51f2d9f1c95b9b008d4085.jpg",5,false,"Anna - Soothing Sister","Character",1,"Legendary",,"UNUSUAL TRANSFORMATION: If a card left a player's discard
this turn, this card gains Shift 0 {i}. (You may pay 0 {i} to
play this on top of one of your characters named Anna.)
WARM HEART Whenever this character quests, you may
gain lore equal to the {l} of a character card in your discard.
If you do, put that card on the bottom of your deck.",5,5,"[""WIN-050"",""WIN-227""]",,,
"Valerio Buonfantino","Dreamborn, Ally","Amethyst","Frozen","https://api.lorcana.ravensburger.com/images/en/set11/51_b2218a378ff827a2fb6ef360e54a5b81854d53dd.jpg",4,false,"Kristoff - Icy Explorer","Character",1,"Rare",,"HIDDEN DEPTHS: When you play this character,
if you have a character named Anna in play, you
may put a card from chosen player's discard on
the bottom of their deck.
STROKE OF LUCK Once during your turn,
whenever a card leaves your discard, draw a card.",4,4,"[""WIN-051""]",,,
"Maria Dresden","Storyborn, Hero, Queen","Amethyst","Frozen","https://api.lorcana.ravensburger.com/images/en/set11/52_c5284192e7d0ef2c2a829355d81880de2e56f547.jpg",2,false,"Anna - Little Sister","Character",1,"Uncommon","Even in the deep forest, Anna could see the vine
poking above the treetops.","UNEXPECTED DISCOVERY: When you play this
character, you may put a card from chosen
player's discard on the bottom of their deck.",3,2,"[""WIN-052"",""WIN-209""]",,,
"Ian MacDonald","Dreamborn, Ally","Amethyst","Frozen","https://api.lorcana.ravensburger.com/images/en/set11/53_065e4c1c937e34a183e07950a935a9c4ed6c2b2e.jpg",5,false,"Marshmallow - Cranky Climber","Character",2,"Rare","""GO AWAY!!""","ICY BLAST: Whenever this character quests,
each opponent can't ready more than 1 of their
characters at the start of their next turn.",5,5,"[""WIN-053""]",,,
"Brian Kesinger","Storyborn, Ally, Alien","Amethyst","Darkwing Duck","https://api.lorcana.ravensburger.com/images/en/set11/54_fccbf48815f86726d808ca2d5312ac1dbb50ebff.jpg",7,false,"Space Cows - Unexpected Allies","Character",3,"Common","""The cows are not what they seem.""
-Launchpad",,8,6,"[""WIN-054""]",,,
"Kasia Brzezinska","Storyborn, Hero","Amethyst","Winnie the Pooh","https://api.lorcana.ravensburger.com/images/en/set11/55_a858de14558b5308d12beeb688208b4560da515d.jpg",2,false,"Christopher Robin - Joining the Fun","Character",2,"Uncommon","The air was crisp and clear. ""A perfect morning for
a snowball fight,"" said Christopher Robin.","UNDERDOG: If this is your first turn and you're
not the first player, you pay 1 {i} less to play this
character.",3,1,"[""WIN-055""]",,,
"Eri Welli","Storyborn, Ally","Amethyst","Winnie the Pooh","https://api.lorcana.ravensburger.com/images/en/set11/56_991af23c36546a5133ff8651c98bf9a481c00a76.jpg",6,false,"Lumpy - Playful Heffalump","Character",2,"Common","""Wheee! This is even more fun than a game of
leaplog!""","Evasive (Only characters with Evasive can
challenge this character.)",5,6,"[""WIN-056""]",,,
"Eva Widermann","Storyborn, Villain, Sorcerer","Amethyst","The Black Cauldron","https://api.lorcana.ravensburger.com/images/en/set11/57_3db64efc39dd3eb79aa1b492ac7638dd1fcdf160.jpg",5,false,"Witches of Morva - Orddu, Orwen, and Orgoch","Character",2,"Rare","What are you willing to give up in exchange for
power?","QUITE A BARGAIN: When you play this character,
you may return another chosen character of yours
to your hand. If you do, gain 1 lore.",4,4,"[""WIN-057""]",,,
"Kendall Hale","Storyborn, Ally","Amethyst","Moana","https://api.lorcana.ravensburger.com/images/en/set11/59_9cd594b364abca51a31293d53e1b0f49c9b3e751.jpg",1,false,"Pua - Disgruntled Pig","Character",1,"Common","""Don't worry, buddy. We're going to have fun
today, I promise!""
-Moana",,2,2,"[""WIN-059""]",,,
"Carlos Gomes Cabral","Dreamborn, Ally","Amethyst","Frozen","https://api.lorcana.ravensburger.com/images/en/set11/60_f21a436d5622a2f70b2e9a04e089f7370088f03a.jpg",4,false,"Sven - Leaping Reindeer","Character",1,"Super Rare",,"Rush (This character can challenge the turn
they're played.)
Challenger +3 (While challenging, this character
gets +3 {s}.)
Evasive (Only characters with Evasive can
challenge this character.)",3,2,"[""WIN-060""]",,,
